,LHS,LHS_size,RHS,RHS_size,conf,sup,lift,cov
0,"('size == ""2.0""',)",1,"('isEmpty_p == ""False""',)",1,1.0,0.3006535947712418,1.0774647887323943,71895424.83660127
1,"('isEmpty == ""false""', 'size == ""2.0""')",2,"('isEmpty_p == ""False""',)",1,1.0,0.3006535947712418,1.0774647887323943,71895424.83660127
2,"('isEmpty_p == ""False""', 'size == ""2.0""')",2,"('isEmpty == ""false""',)",1,1.0,0.3006535947712418,1.2966101694915253,228758169.93464047
3,"('size == ""2.0""',)",1,"('isEmpty == ""false""', 'isEmpty_p == ""False""')",2,1.0,0.3006535947712418,1.4166666666666665,294117647.05882347
4,"('size == ""2.0""',)",1,"('isEmpty == ""false""',)",1,1.0,0.3006535947712418,1.2966101694915253,228758169.93464047
5,"('size_p == ""2""',)",1,"('isEmpty_p == ""False""',)",1,1.0,0.30701754385964913,1.06046511627907,57017543.85964908
