,Unnamed: 0,size,isEmpty,calledMethod,size_p,isEmpty_p,calledMethod_p,Matched_LHS,RuleMatched_LHS,Matched,RuleMatched,Violated,RuleViolated
0,0,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""CTOR""","size_p == ""0""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,2,"['8', '9']",0,
1,1,"size == ""1.0""","isEmpty == ""false""","calledMethod == ""push""","size_p == ""0""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,0,,0,
2,2,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""pop""","size_p == ""1""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,11,"['12', '13', '25', '26', '27', '28', '29', '30', '33', '34', '35']",0,
3,3,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""clear""","size_p == ""0""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,4,"['1', '2', '23', '24']",0,
4,4,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""clear""","size_p == ""0""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,2,"['1', '2']",0,
5,6,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""CTOR""","size_p == ""0""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,2,"['8', '9']",0,
6,7,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""clear""","size_p == ""0""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,2,"['1', '2']",0,
7,8,"size == ""1.0""","isEmpty == ""false""","calledMethod == ""push""","size_p == ""0""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,0,,0,
8,9,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""CTOR""","size_p == ""1""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,18,"['8', '9', '12', '13', '19', '20', '21', '22', '25', '26', '27', '28', '29', '30', '33', '34', '35', '36']",0,
9,12,"size == ""1.0""","isEmpty == ""false""","calledMethod == ""push""","size_p == ""0""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,0,,0,
10,13,"size == ""2.0""","isEmpty == ""true""","calledMethod == ""push""","size_p == ""1""","isEmpty_p == ""False""","calledMethod_p == ""push""",4,"['13', '28', '30', '35']",1,['33'],4,"['13', '28', '30', '35']"
11,14,"size == ""3.0""","isEmpty == ""false""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""True""","calledMethod_p == ""push""",1,['31'],0,,1,['31']
12,15,"size == ""2.0""","isEmpty == ""true""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","calledMethod_p == ""push""",4,"['13', '28', '30', '35']",1,['33'],4,"['13', '28', '30', '35']"
13,16,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""CTOR""","size_p == ""2""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,4,"['8', '9', '23', '24']",0,
14,25,"size == ""4.0""","isEmpty == ""false""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,1,['31'],0,
15,26,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""CTOR""","size_p == ""4""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,18,"['8', '9', '12', '13', '19', '20', '21', '22', '25', '26', '27', '28', '29', '30', '33', '34', '35', '36']",0,
16,29,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""clear""","size_p == ""2""","isEmpty_p == ""True""","calledMethod_p == ""push""",5,"['25', '27', '29', '30', '33']",4,"['1', '2', '12', '13']",5,"['25', '27', '29', '30', '33']"
17,42,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""clear""","size_p == ""1""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,18,"['1', '2', '5', '6', '7', '11', '12', '13', '25', '26', '27', '28', '29', '30', '33', '34', '35', '38']",0,
18,63,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""clear""","size_p == ""3""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,18,"['1', '2', '5', '6', '7', '11', '12', '13', '25', '26', '27', '28', '29', '30', '33', '34', '35', '38']",0,
19,74,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""CTOR""","size_p == ""2""","isEmpty_p == ""True""","calledMethod_p == ""push""",5,"['25', '27', '29', '30', '33']",4,"['8', '9', '12', '13']",5,"['25', '27', '29', '30', '33']"
20,118,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""clear""","size_p == ""2""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,4,"['1', '2', '23', '24']",0,
21,193,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""CTOR""","size_p == ""3""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,18,"['8', '9', '12', '13', '19', '20', '21', '22', '25', '26', '27', '28', '29', '30', '33', '34', '35', '36']",0,
22,309,"size == ""3.0""","isEmpty == ""false""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,0,,0,
23,345,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""CTOR""","size_p == ""0""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,4,"['8', '9', '23', '24']",0,
24,383,"size == ""5.0""","isEmpty == ""false""","calledMethod == ""push""","size_p == ""4""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,1,['31'],0,
25,384,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""CTOR""","size_p == ""5""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,18,"['8', '9', '12', '13', '19', '20', '21', '22', '25', '26', '27', '28', '29', '30', '33', '34', '35', '36']",0,
26,471,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""pop""","size_p == ""0""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,0,,0,
27,642,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""clear""","size_p == ""4""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,18,"['1', '2', '5', '6', '7', '11', '12', '13', '25', '26', '27', '28', '29', '30', '33', '34', '35', '38']",0,
28,1298,"size == ""6.0""","isEmpty == ""false""","calledMethod == ""push""","size_p == ""5""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,1,['31'],0,
29,1299,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""CTOR""","size_p == ""6""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,18,"['8', '9', '12', '13', '19', '20', '21', '22', '25', '26', '27', '28', '29', '30', '33', '34', '35', '36']",0,
30,1323,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""pop""","size_p == ""0""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,2,"['23', '24']",0,
31,1611,"size == ""2.0""","isEmpty == ""true""","calledMethod == ""pop""","size_p == ""2""","isEmpty_p == ""True""","calledMethod_p == ""push""",3,"['13', '30', '33']",0,,3,"['13', '30', '33']"
32,2070,"size == ""2.0""","isEmpty == ""true""","calledMethod == ""pop""","size_p == ""2""","isEmpty_p == ""True""","calledMethod_p == ""pop""",1,['23'],0,,1,['23']
33,2195,"size == ""7.0""","isEmpty == ""false""","calledMethod == ""push""","size_p == ""6""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,1,['31'],0,
34,2196,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""CTOR""","size_p == ""7""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,18,"['8', '9', '12', '13', '19', '20', '21', '22', '25', '26', '27', '28', '29', '30', '33', '34', '35', '36']",0,
35,2319,"size == ""3.0""","isEmpty == ""false""","calledMethod == ""pop""","size_p == ""4""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,1,['31'],0,
36,2320,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""clear""","size_p == ""3""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,13,"['1', '2', '5', '6', '7', '11', '23', '24', '34', '35', '38', '39', '40']",0,
37,2548,"size == ""4.0""","isEmpty == ""false""","calledMethod == ""pop""","size_p == ""5""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,1,['31'],0,
38,2549,"size == ""5.0""","isEmpty == ""false""","calledMethod == ""push""","size_p == ""4""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,0,,0,
39,2551,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""CTOR""","size_p == ""4""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,13,"['8', '9', '19', '20', '21', '22', '23', '24', '34', '35', '36', '39', '40']",0,
40,2794,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""clear""","size_p == ""4""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,13,"['1', '2', '5', '6', '7', '11', '23', '24', '34', '35', '38', '39', '40']",0,
41,4095,"size == ""3.0""","isEmpty == ""false""","calledMethod == ""pop""","size_p == ""4""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,0,,0,
42,4096,"size == ""4.0""","isEmpty == ""false""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,0,,0,
43,4356,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""clear""","size_p == ""5""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,18,"['1', '2', '5', '6', '7', '11', '12', '13', '25', '26', '27', '28', '29', '30', '33', '34', '35', '38']",0,
44,4412,"size == ""5.0""","isEmpty == ""false""","calledMethod == ""pop""","size_p == ""6""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,1,['31'],0,
45,4413,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""CTOR""","size_p == ""5""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,13,"['8', '9', '19', '20', '21', '22', '23', '24', '34', '35', '36', '39', '40']",0,
46,4640,"size == ""2.0""","isEmpty == ""true""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","calledMethod_p == ""pop""",3,"['23', '35', '40']",0,,3,"['23', '35', '40']"
47,5351,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""CTOR""","size_p == ""3""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,13,"['8', '9', '19', '20', '21', '22', '23', '24', '34', '35', '36', '39', '40']",0,
48,5566,"size == ""4.0""","isEmpty == ""false""","calledMethod == ""pop""","size_p == ""5""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,0,,0,
49,5662,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""clear""","size_p == ""7""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,18,"['1', '2', '5', '6', '7', '11', '12', '13', '25', '26', '27', '28', '29', '30', '33', '34', '35', '38']",0,
50,10445,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""clear""","size_p == ""5""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,13,"['1', '2', '5', '6', '7', '11', '23', '24', '34', '35', '38', '39', '40']",0,
51,11431,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""clear""","size_p == ""6""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,18,"['1', '2', '5', '6', '7', '11', '12', '13', '25', '26', '27', '28', '29', '30', '33', '34', '35', '38']",0,
52,27002,"size == ""8.0""","isEmpty == ""false""","calledMethod == ""push""","size_p == ""7""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,1,['31'],0,
53,27003,"size == ""7.0""","isEmpty == ""false""","calledMethod == ""pop""","size_p == ""8""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,1,['31'],0,
54,27004,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""CTOR""","size_p == ""7""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,13,"['8', '9', '19', '20', '21', '22', '23', '24', '34', '35', '36', '39', '40']",0,
55,29785,"size == ""6.0""","isEmpty == ""false""","calledMethod == ""pop""","size_p == ""7""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,1,['31'],0,
56,29786,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""CTOR""","size_p == ""6""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,13,"['8', '9', '19', '20', '21', '22', '23', '24', '34', '35', '36', '39', '40']",0,
57,48300,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""clear""","size_p == ""8""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,18,"['1', '2', '5', '6', '7', '11', '12', '13', '25', '26', '27', '28', '29', '30', '33', '34', '35', '38']",0,
58,69209,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""clear""","size_p == ""6""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,13,"['1', '2', '5', '6', '7', '11', '23', '24', '34', '35', '38', '39', '40']",0,
59,81758,"size == ""0.0""","isEmpty == ""true""","calledMethod == ""pop""","size_p == ""0""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,0,,0,
