,LHS,LHS_size,RHS,RHS_size,conf,sup,lift,cov
0,"('peek_obj_type == ""class experiment.drivers.alejastacktestdriver""',)",1,"('isEmpty == ""false""',)",1,1.0,0.2236842105263158,1.2391304347826086,192982456.1403509
1,"('isEmpty == ""false""', 'peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""')",2,"('isEmpty_p == ""False""',)",1,1.0,0.2149122807017544,1.0604651162790697,57017543.85964908
2,"('size_p == ""2""',)",1,"('isEmpty_p == ""False""',)",1,1.0,0.30701754385964913,1.06046511627907,57017543.85964908
3,"('size == ""2.0""',)",1,"('isEmpty == ""false""',)",1,1.0,0.25877192982456143,1.2391304347826089,192982456.1403509
4,"('size_p == ""1""',)",1,"('isEmpty_p == ""False""',)",1,1.0,0.21052631578947367,1.0604651162790697,57017543.85964908
5,"('isEmpty == ""false""', 'size_p == ""2""')",2,"('isEmpty_p == ""False""',)",1,1.0,0.2631578947368421,1.0604651162790697,57017543.85964908
6,"('size == ""2.0""',)",1,"('isEmpty_p == ""False""',)",1,1.0,0.25877192982456143,1.06046511627907,57017543.85964908
7,"('size == ""2.0""',)",1,"('isEmpty == ""false""', 'isEmpty_p == ""False""')",2,1.0,0.25877192982456143,1.3255813953488373,245614035.08771926
8,"('isEmpty_p == ""False""', 'size == ""2.0""')",2,"('isEmpty == ""false""',)",1,1.0,0.25877192982456143,1.2391304347826089,192982456.1403509
9,"('isEmpty_p == ""False""', 'peek_obj_type == ""class experiment.drivers.alejastacktestdriver""')",2,"('isEmpty == ""false""',)",1,1.0,0.21929824561403508,1.2391304347826086,192982456.1403509
10,"('isEmpty == ""false""', 'size == ""2.0""')",2,"('isEmpty_p == ""False""',)",1,1.0,0.25877192982456143,1.06046511627907,57017543.85964908
11,"('peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""',)",1,"('isEmpty_p == ""False""',)",1,1.0,0.23684210526315788,1.0604651162790697,57017543.85964908
