,LHS,LHS_size,RHS,RHS_size,conf,sup,lift,cov
0,"('calledMethod == ""push""',)",1,"('isEmpty == ""false""',)",1,1.0,0.22,2.6315789473684212,620000000.0
1,"('calledMethod == ""clear""', 'size == ""0.0""')",2,"('isEmpty == ""true""',)",1,1.0,0.26,1.6129032258064515,380000000.0
2,"('calledMethod == ""clear""', 'isEmpty == ""true""')",2,"('size == ""0.0""',)",1,1.0,0.26,1.6129032258064515,380000000.0
3,"('calledMethod == ""clear""',)",1,"('isEmpty == ""true""', 'size == ""0.0""')",2,1.0,0.26,1.6129032258064515,380000000.0
4,"('calledMethod == ""CTOR""',)",1,"('size == ""0.0""',)",1,1.0,0.26,1.6129032258064515,380000000.0
5,"('calledMethod == ""clear""', 'isEmpty_p == ""False""', 'size == ""0.0""')",3,"('isEmpty == ""true""',)",1,1.0,0.2,1.6129032258064517,380000000.0
6,"('calledMethod == ""clear""', 'isEmpty == ""true""', 'isEmpty_p == ""False""')",3,"('size == ""0.0""',)",1,1.0,0.2,1.6129032258064517,380000000.0
7,"('calledMethod == ""clear""', 'isEmpty_p == ""False""')",2,"('isEmpty == ""true""', 'size == ""0.0""')",2,1.0,0.2,1.6129032258064517,380000000.0
8,"('calledMethod == ""CTOR""', 'size == ""0.0""')",2,"('isEmpty == ""true""',)",1,1.0,0.26,1.6129032258064515,380000000.0
9,"('calledMethod == ""CTOR""', 'isEmpty == ""true""')",2,"('size == ""0.0""',)",1,1.0,0.26,1.6129032258064515,380000000.0
10,"('calledMethod == ""CTOR""',)",1,"('isEmpty == ""true""', 'size == ""0.0""')",2,1.0,0.26,1.6129032258064515,380000000.0
11,"('calledMethod == ""clear""', 'isEmpty_p == ""False""')",2,"('size == ""0.0""',)",1,1.0,0.2,1.6129032258064517,380000000.0
12,"('calledMethod_p == ""push""', 'size == ""0.0""')",2,"('isEmpty == ""true""',)",1,1.0,0.24,1.6129032258064517,380000000.0
13,"('calledMethod_p == ""push""', 'isEmpty == ""true""')",2,"('size == ""0.0""',)",1,1.0,0.24,1.6129032258064517,380000000.0
14,"('isEmpty_p == ""True""',)",1,"('size_p == ""0""',)",1,1.0,0.24,4.166666666666667,760000000.0
15,"('size_p == ""0""',)",1,"('isEmpty_p == ""True""',)",1,1.0,0.24,4.166666666666667,760000000.0
16,"('size == ""0.0""',)",1,"('isEmpty == ""true""',)",1,1.0,0.62,1.6129032258064515,380000000.0
17,"('isEmpty == ""true""',)",1,"('size == ""0.0""',)",1,1.0,0.62,1.6129032258064515,380000000.0
18,"('calledMethod == ""clear""',)",1,"('size == ""0.0""',)",1,1.0,0.26,1.6129032258064515,380000000.0
19,"('calledMethod == ""CTOR""', 'isEmpty_p == ""False""', 'size == ""0.0""')",3,"('isEmpty == ""true""',)",1,1.0,0.2,1.6129032258064517,380000000.0
20,"('calledMethod == ""CTOR""', 'isEmpty == ""true""', 'isEmpty_p == ""False""')",3,"('size == ""0.0""',)",1,1.0,0.2,1.6129032258064517,380000000.0
21,"('calledMethod == ""CTOR""', 'isEmpty_p == ""False""')",2,"('isEmpty == ""true""', 'size == ""0.0""')",2,1.0,0.2,1.6129032258064517,380000000.0
22,"('calledMethod == ""CTOR""', 'isEmpty_p == ""False""')",2,"('size == ""0.0""',)",1,1.0,0.2,1.6129032258064517,380000000.0
23,"('calledMethod_p == ""pop""', 'isEmpty == ""true""')",2,"('size == ""0.0""',)",1,1.0,0.26,1.6129032258064515,380000000.0
